Title,Score,ProgressChapter,ProgressVolumes,Type
Haji-Otsu.,0,32,5,MANGA
Haruka na Machi e,0,16,2,MANGA
Death Note Episode 0,0,1,0,ONE_SHOT
Fragtime,0,18,2,MANGA
Crows,0,98,26,MANGA
Jisatsu Circle,0,6,1,MANGA
Itou Junji no Neko Nikki: Yon & Mu,0,10,1,MANGA
Kyou no Yuiko-San,0,48,5,MANGA
Initial D,0,719,48,MANGA
Kaguya-sama wa Kokurasetai: Doujin-ban,0,35,4,MANGA
Keijo!!!!!!!! Hip Whip Girl,0,177,18,MANGA
Durarara!!,0,22,4,MANGA
Omoi, Omoware, Furi, Furare,0,48,12,MANGA
Octave,0,36,6,MANGA
Hitori Koukan Nikki,0,27,2,MANGA
Prince of Tennis,0,382,42,MANGA
Hapi Mari: Happy Marriage!?,0,46,10,MANGA
B Gata H Kei,0,315,9,MANGA
Tetsugaku Letra,0,27,6,MANGA
Haru Matsu Bokura,0,56,13,MANGA
Serial Experiments Lain: The Nightmare of Fabrication,0,1,0,ONE_SHOT
Arakawa Under the Bridge,0,410,15,MANGA
Big Order,0,55,10,MANGA
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 1-bu - Hon ga Nai nara Tsukureba Ii!,0,33,7,MANGA
Soredemo Sekai wa Utsukushii,0,0,25,MANGA
NOiSE,0,8,1,MANGA
Kanojo wa Rokurokubi,0,22,4,MANGA
Murasakiiro no Qualia,0,21,3,MANGA
Immortal Regis,0,44,6,MANGA
Kyou no Kira-kun,0,38,9,MANGA
Konbini-kun.,0,6,1,MANGA
Onanie Master Kurosawa: After the Juvenile,0,2,1,NOVEL
Mahou Shoujo Madoka★Magica: The Different Story,0,12,3,MANGA
Majin Tantei Nougami Neuro,0,203,23,MANGA
Cross Game,0,170,17,MANGA
Kumanishi Bijutsubu Rough Sketch-senpai,0,25,2,MANGA
Trigun Maximum,0,102,14,MANGA
Hotarubi no Mori e,0,4,1,MANGA
Inari, Konkon, Koi Iroha.,0,53,10,MANGA
Aizawa-san Zoushoku,0,39,5,MANGA
Shinmai Maou no Testament,0,46,9,MANGA
Nabari no Ou,0,72,14,MANGA
Ikigami,0,60,10,MANGA
Mujaki no Rakuen,0,86,12,MANGA
Tora Kiss: A School Odyssey,0,24,4,MANGA
Bokura no Hentai,0,41,10,MANGA
Boji Motago Deutji Motago Saranghae,0,83,6,MANGA
Are You Alice?,0,77,12,MANGA
Shinigami-sama to 4-nin no Kanojo,0,19,3,MANGA
Fuan no Tane,0,72,3,MANGA
Ookami Kodomo no Ame to Yuki,0,16,3,MANGA
Shoujo Fujuubun,0,27,3,MANGA
Sekai Oni,0,110,11,MANGA
Ore ga Doutei wo Sutetara Shinu Ken ni Tsuite,0,22,4,MANGA
Kyou Kara Ore Wa!!,0,366,38,MANGA
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,0,31,5,MANGA
Kamisama no Iutoori Ni,0,186,21,MANGA
Ore to Akuma no Blues,0,0,5,MANGA
Giganto Machia,0,7,1,MANGA
Petshop of Horrors,0,41,10,MANGA
Sore wa Totsuzen, Unmei no Aite ga,0,23,4,MANGA
Karate Shoukoushi Kohinata Minoru,0,500,50,MANGA
Yokokuhan,0,22,3,MANGA
Ping Pong,0,55,5,MANGA
Handa-kun,0,34,7,MANGA
Hinomaru-Zumou,0,250,28,MANGA
Devils' Line,0,79,14,MANGA
Hunter x Hunter: Kurapika Tsuioku-hen,0,2,1,MANGA
Hentai Ouji to Warawanai Neko.,0,50,8,MANGA
Grappler Baki,0,371,42,MANGA
Mirai Nikki: Paradox,0,5,1,MANGA
Kingdom Hearts,0,43,4,MANGA
Nisekyuu!!,0,1,0,ONE_SHOT
Doushitemo Furetakunai,0,9,1,MANGA
Omaera Zenin Mendokusai!,0,56,10,MANGA
Dimension W,0,116,16,MANGA
Maoyuu Maou Yuusha: 'Kono Watashi no Mono Tonare, Yuusha yo' 'Kotowaru!',0,59,18,MANGA
Kobato.,0,40,6,MANGA
Saeki-san wa Nemutteru,0,49,5,MANGA
Akuma to Love Song,0,94,13,MANGA
Ashigei Shoujo Komura-san,0,58,4,MANGA
Uratarou,0,50,6,MANGA
Evergreen,0,25,4,MANGA
Shiki,0,42,11,MANGA
Itoshi no Kana,0,24,3,MANGA
Tokyo Ghoul (One Shot),0,1,0,ONE_SHOT
Uwa-Koi,0,36,6,MANGA
Rookies,0,233,24,MANGA
Deathtopia,0,66,8,MANGA
Hyouryuu Kyoushitsu,0,44,11,MANGA
Angel Beats! Heaven's Door,0,77,11,MANGA
Maken-Ki!,0,124,24,MANGA
Zettai Kareshi,0,35,6,MANGA
Midori no Hibi,0,86,8,MANGA
Gekkou,0,11,1,NOVEL
Ma no Kakera,0,8,1,MANGA
Sword Art Online: Aincrad,0,12,2,MANGA
5-toubun no Hanayome,0,1,0,ONE_SHOT
Araburu Kisetsu no Otomedomo yo.,0,33,8,MANGA
Kono Onee-san wa Fiction desu!?,0,49,8,MANGA
Re:Marina,0,49,6,MANGA
GTO: Shonan 14 Days,0,77,9,MANGA
Hana to Hoshi,0,11,2,MANGA
Hantsu x Trash,0,199,18,MANGA
K-On! Highschool,0,14,1,MANGA
Tobaku Mokushiroku Kaiji,0,158,13,MANGA
Renai Shimasen ka?,0,16,3,MANGA
Omamori Himari,0,75,12,MANGA
Dororo,0,19,4,MANGA
Nana to Kaoru: Black Label,0,45,5,MANGA
Shonan Junai Gumi!,0,267,31,MANGA
Natsu no Zenjitsu,0,43,5,MANGA
Hanazakari no Kimi-tachi e,0,148,23,MANGA
Mars,0,41,15,MANGA
Mirai Nikki: Mosaic,0,5,1,MANGA
Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,0,13,2,MANGA
AIKI,0,98,14,MANGA
Koi wo Suru no ga Shigoto desu.,0,24,3,MANGA
Helter Skelter,0,9,1,MANGA
Classmate, Kamimura Yuuka wa Kou Itta.,0,29,6,MANGA
Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,0,50,9,MANGA
Countrouble,0,37,7,MANGA
Konya mo Nemurenai,0,19,3,MANGA
Fate/kaleid liner Prisma☆Illya,0,13,2,MANGA
Ohayou, Ibarahime,0,26,6,MANGA
Meteor Methuselah,0,66,11,MANGA
Nenene,0,7,1,MANGA
Dr. Stone reboot: Byakuya,0,9,1,MANGA
Superior,0,28,9,MANGA
Sunny,0,37,6,MANGA
Madoromi-chan ga Iku.,0,24,2,MANGA
Marie no Kanaderu Ongaku,0,16,2,MANGA
Date A Live,0,148,22,NOVEL
It's My Life,0,78,11,MANGA
Harem Manga no Shujinkou daga Gay nano de Mainichi ga Tsurai,0,1,0,ONE_SHOT
Hadi Girl,0,30,5,MANGA
Oya ga Urusai node Kouhai (♀) to Gisou Kekkon shitemita.,0,5,1,MANGA
Suzumiya Haruhi no Yuuutsu,0,105,20,MANGA
Gou-Dere Bishoujo Nagihara Sora,0,24,4,MANGA
Monogatari Series: Final Season,0,231,6,NOVEL
Kimetsu no Yaiba: Tomioka Giyuu Gaiden,0,2,0,MANGA
Heroine Shikkaku,0,42,10,MANGA
Ninja Shinobu-san no Junjou,0,30,5,MANGA
Monku no Tsukeyou ga Nai Love Come,0,53,4,MANGA
Heart no Kuni no Alice: Wonderful Wonder World,0,36,6,MANGA
Sotsugyousei,0,16,2,MANGA
Double Arts,0,24,3,MANGA
Asa Made Jugyou Chu!,0,49,4,MANGA
Watashi no Ookami-kun,0,18,4,MANGA
Golden Boy,0,104,10,MANGA
Magico,0,68,8,MANGA
Hen Koi!,0,9,1,MANGA
Shounen Shoujo,0,16,3,MANGA
Watashitachi wa Koi wo Shiranai,0,28,3,MANGA
Ano Ko ni Kiss to Shirayuri wo,0,50,10,MANGA
Kekkai Sensen,0,33,10,MANGA
Hoshi Mamoru Inu,0,4,1,MANGA
Yami no Koe,0,7,1,MANGA
Black Bullet,0,20,4,MANGA
Oogami-san, Dadamore desu.,0,38,7,MANGA
Saint Seiya,0,110,28,MANGA
Change 123,0,60,12,MANGA
Seishun Pop!,0,47,6,MANGA
Dr. Slump,0,236,18,MANGA
Old Boy,0,80,8,MANGA
Samurai Deeper Kyo,0,307,38,MANGA
Kurogane,0,70,8,MANGA
Robot x Laserbeam,0,62,7,MANGA
Gyaru☆Kuri!,0,25,2,MANGA
Goblin Slayer: Brand New Day,0,12,2,MANGA
Recipe no Ouji-sama,0,8,1,MANGA
Tokyo Babylon,0,18,7,MANGA
Higurashi no Naku Koro ni Watanagashi-hen,0,12,2,MANGA
Kaijuu no Kodomo,0,43,5,MANGA
Yumemiru Taiyou,0,53,10,MANGA
Ore to Kawazu-san no Isekai Hourouki,0,40,4,MANGA
Shameless Purple Haze: JoJo's Bizarre Adventure,0,8,1,NOVEL
Denki-Gai no Honya-san,0,107,15,MANGA
Soredemo Boku wa Kimi ga Suki,0,44,7,MANGA
Bartender,0,166,21,MANGA
Magic Knight Rayearth,0,15,3,MANGA
Hanjuku Joshi,0,18,2,MANGA
Tomodachi no Hanashi,0,4,1,MANGA
Veritas,0,81,10,MANGA
Aphorism,0,84,14,MANGA
Koe de Oshigoto!,0,60,10,MANGA
Boku to Kimi no Taisetsu na Hanashi,0,36,7,MANGA
Panlong,0,170,0,MANGA
Saikin Kono Sekai wa Watashi dake no Mono ni Narimashita......,0,85,4,MANGA
Takemitsu Zamurai,0,83,8,MANGA
Hetakoi,0,61,10,MANGA
Green Worldz,0,114,8,MANGA
Fate/stay night,0,82,20,MANGA
Buddha,0,66,14,MANGA
Kidou Senshi Gundam: The Origin,0,112,24,MANGA
●Rec,0,1,0,MANGA
Ibara no Ou,0,37,6,MANGA
In Bura!: Bishoujo Kyuuketsuki no Hazukashii Himitsu,0,15,2,MANGA
Akuma no Riddle,0,48,5,MANGA
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,0,125,12,NOVEL
Shinobi Life,0,64,13,MANGA
Shinrei Tantei Yakumo,0,65,14,MANGA
Youkai Kyoushitsu,0,7,1,MANGA
Piano no Mori,0,242,26,MANGA
Ousama Game: Kigen,0,30,6,MANGA
Narutaru,0,67,12,MANGA
Tokyo Mew Mew,0,32,7,MANGA
Basara,0,107,27,MANGA
Sensei Lock On!,0,35,2,MANGA
Bakemono Recchan,0,1,0,ONE_SHOT
Maison Ikkoku,0,162,15,MANGA
Cross Account,0,28,4,MANGA
Kill la Kill,0,17,3,MANGA
Kishibe Rohan Louvre e Iku,0,1,0,ONE_SHOT
Sakigake!! Cromartie Koukou,0,335,17,MANGA
Zelda no Densetsu: Toki no Ocarina,0,18,2,MANGA
Harapeko no Marie,0,33,4,MANGA
29 to JK,0,29,6,MANGA
Tale of Fairy Tail: Ice Trail,0,15,2,MANGA
Aa! Megami-sama!,0,308,48,MANGA
Princess Lucia,0,39,5,MANGA
Toaru Majutsu no Index: New Testament,0,183,23,NOVEL
Yakushoku Distpiari,0,35,5,MANGA
Kakushigoto,0,0,12,MANGA
Saishuu Heiki Kanojo,0,72,7,MANGA
Shinshi Doumei Cross,0,64,11,MANGA
Clockwork Planet,0,51,10,MANGA
Corpse Party: Blood Covered,0,47,10,MANGA
Sora wa Akai Kawa no Hotori,0,96,28,MANGA
+Anima,0,59,10,MANGA
Versailles no Bara,0,98,14,MANGA
Koharu no Hibi,0,24,4,MANGA
Hana Yori Dango,0,244,37,MANGA
Tenshi Kinryouku,0,120,20,MANGA
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,0,55,11,MANGA
Boku wa Ohimesama ni Narenai,0,30,3,MANGA
Rozen Maiden,0,46,8,MANGA
T-Rex na Kanojo,0,27,2,MANGA
Makai Ouji: Devils and Realist,0,96,15,MANGA
Otomen,0,74,18,MANGA
Kodomo no Omocha,0,54,10,MANGA
Swap ⇔ Swap,0,52,4,MANGA
Gantz:G,0,18,3,MANGA
Haikyuu!!,0,1,0,ONE_SHOT
Ijousha no Ai,0,74,6,MANGA
Usotsuki Lily,0,119,17,MANGA
Koimoku,0,20,5,MANGA
Nejimaki Kagyu,0,159,16,MANGA
AKB49: Renai Kinshi Jourei,0,263,29,MANGA
Monster Hunter Orage,0,14,4,MANGA
Isekai Death Game ni Tensou sarete Tsurai,0,18,3,MANGA
Osake wa Fuufu ni Natte kara,0,132,12,MANGA
Okitegami Kyouko no Bibouroku,0,19,5,MANGA
Switch Girl!!,0,170,25,MANGA
Kimi Note,0,7,1,MANGA
Usotsuki Mii-kun to Kowareta Maa-chan: Totteoki no Uso,0,5,1,MANGA
Himitsu no Akuma-chan,0,16,3,MANGA
Sakurasou no Pet na Kanojo,0,0,13,NOVEL
Barajou no Kiss,0,42,9,MANGA
Tobaku Datenroku Kaiji,0,131,13,MANGA
Aishiteruze Baby★★,0,33,7,MANGA
Onihime VS,0,27,4,MANGA
SE,0,37,4,MANGA
Beauty Pop,0,57,10,MANGA
Naruto,0,1,0,ONE_SHOT
Busou Renkin,0,83,10,MANGA
Yuureitou,0,80,9,MANGA
ReRe Hello,0,43,11,MANGA
Kimi ni Shika Kikoenai,0,5,1,MANGA
RATMAN,0,61,12,MANGA
Wanted!,0,5,1,MANGA
Working!!,0,252,13,MANGA
Usogui,0,539,49,MANGA
Gamble Fish,0,168,19,MANGA
Innocent Rouge,0,88,12,MANGA
Yomeiro Choice,0,41,6,MANGA
Aka Akatoretachi no Monogatari,0,103,6,MANGA
Tekkon Kinkreet,0,33,3,MANGA
Isekai wo Seigyo Mahou de Kirihirake!,0,36,4,MANGA
Pretty Face,0,53,6,MANGA
Vitamin,0,3,1,MANGA
Dogs,0,6,1,MANGA
Kimi wa Pet,0,82,14,MANGA
Full Metal Panic!,0,58,9,MANGA
Madan no Ou to Vanadis,0,51,10,MANGA
Darker than Black,0,9,2,MANGA
Life,0,80,20,MANGA
Billionaire Girl,0,17,3,MANGA
Ares,0,207,26,MANGA
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,0,13,3,MANGA
Starlike Words,0,6,1,MANGA
Sakura Trick,0,84,8,MANGA
Nande Ikiteru ka Wakaranai Hito: Izumi Sumi 25-sai,0,28,2,MANGA
Shaman King Kanzenban,0,33,1,MANGA
Akagi: Yami ni Oritatta Tensai,0,306,36,MANGA
Gaegat-i Salja,0,35,0,MANGA
Rising x Rydeen,0,29,6,MANGA
Saike Mata Shite mo,0,142,15,MANGA
Hori-san to Miyamura-kun,0,140,10,MANGA
Shindere Shoujo to Kodoku na Shinigami,0,20,3,MANGA
Gokusen,0,159,15,MANGA
Oniichan☆Control,0,31,5,MANGA
Kanshikan Tsunemori Akane,0,27,6,MANGA
New Grappler Baki: In Search of Our Strongest Hero,0,276,31,MANGA
Detroit Metal City,0,113,10,MANGA
Kurokami,0,142,19,MANGA
Shinsekai yori,0,27,7,MANGA
Gon,0,24,7,MANGA
Kono Subarashii Sekai ni Bakuen wo!,0,21,5,MANGA
Ai Kora,0,120,12,MANGA
Ore no Imouto ga Konna ni Kawaii Wake ga Nai,0,26,4,MANGA
Touch,0,257,26,MANGA
Fushigi Yuugi,0,106,18,MANGA
Himizu,0,43,4,MANGA
Mizutama Honey Boy,0,52,10,MANGA
Koisuru Yankee Girl,0,74,5,MANGA
Hakaiju,0,82,21,MANGA
Umineko no Naku Koro ni Episode 2: Turn of the Golden Witch,0,28,5,MANGA
Rokka no Yuusha,0,0,6,NOVEL
Code Geass: Hangyaku no Lelouch,0,40,8,MANGA
Asu no Yoichi!,0,58,15,MANGA
Moujuusei Shounen Shoujo,0,20,3,MANGA
Kotonoha no Niwa,0,7,1,MANGA
not simple,0,14,1,MANGA
Denei Shoujo,0,131,15,MANGA
School Days,0,12,2,MANGA
Misu Misou,0,22,3,MANGA
Pastel,0,219,44,MANGA
Darling in the FranXX!,0,73,0,MANGA
Basilisk: Kouga Ninpouchou,0,34,5,MANGA
Mouryou no Yurikago,0,41,6,MANGA
Aoharu X Kikanjuu,0,78,18,MANGA
Higurashi no Naku Koro ni Tatarigoroshi-hen,0,13,2,MANGA
Kuchibiru Tameiki Sakura Iro,0,14,2,MANGA
Mirai Nikki Redial,0,2,1,MANGA
City Hunter,0,193,35,MANGA
Katekyo!,0,26,4,MANGA
Suiiki,0,12,2,MANGA
Bad Company,0,10,1,MANGA
Saiteihen no Otoko,0,14,3,MANGA
All You Need is Kill,0,4,1,NOVEL
Shikei Shikkouchuu Datsugoku Shinkouchuu,0,7,1,MANGA
GE: Good Ending,0,1,0,ONE_SHOT
Kaibutsu Oujo,0,87,20,MANGA
Yuzumori-san,0,33,5,MANGA
Shinozaki-san Ki wo Ota Shika ni!,0,47,9,MANGA
Houkago Hokenshitsu,0,39,10,MANGA
Rutta to Kodama,0,21,3,MANGA
Geu Kkeute Inneun Geot,0,57,0,MANGA
Uwagaki,0,21,4,MANGA
Hatsukoi Limited,0,32,4,MANGA
Boku wa Tomodachi ga Sukunai,0,145,11,NOVEL
Hetalia Axis Powers,0,0,6,MANGA
Hazuki Kanon wa Amakunai.,0,38,3,MANGA
Kagerou Daze,0,81,8,NOVEL
Game Over,0,8,1,MANGA
Seiken no Blacksmith,0,62,10,MANGA
Bradherley no Basha,0,8,1,MANGA
MÄR,0,161,15,MANGA
Shaman King: Flowers,0,29,6,MANGA
Shishunki no Iron Maiden,0,41,5,MANGA
Kon no Ki Konoha,0,1,0,ONE_SHOT
Ginga Patrol Jako,0,12,1,MANGA
Moe Kare!!,0,35,7,MANGA
Otouto no Otto,0,28,4,MANGA
Hanayome wa Moto Danshi.,0,9,1,MANGA
Fate/kaleid liner Prisma☆Illya 2wei!,0,27,5,MANGA
Reversible!,0,15,3,MANGA
Medaka Box,0,1,0,ONE_SHOT
Hana no Miyako de,0,5,1,MANGA
Tsurezure Biyori,0,18,3,MANGA
Grashros,0,47,5,MANGA
Nisekoi,0,1,0,ONE_SHOT
Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!,0,39,7,MANGA
Come Come Vanilla!,0,18,3,MANGA
Hentai Elf to Majime Orc,0,15,1,MANGA
Shokugeki no Souma: Le Dessert,0,3,0,MANGA
Enigma,0,56,7,MANGA
Jingai no Yome to Ichaicha Suru: Anthology Comic,0,17,2,MANGA
Akuyaku Reijo nano de Last Boss wo Kattemimashita,0,17,3,MANGA
Variante - Requiem for the World,0,19,4,MANGA
Manhole,0,29,3,MANGA
Cavalier of the Abyss,0,150,0,MANGA
After Hours,0,17,3,MANGA
Fairy Tail x Nanatsu no Taizai Christmas Special,0,1,0,ONE_SHOT
Deep Love: Ayu no Monogatari,0,8,2,MANGA
Boku no Hatsukoi wo Kimi ni Sasagu,0,67,12,MANGA
Rekka no Honoo,0,329,33,MANGA
Abarenbou Kareshi,0,5,1,MANGA
Tensei Ouji wa Daraketai,0,26,3,MANGA
Isekai Onsen ni Tensei shita Ore no Kounou ga Tondemosugiru,0,22,4,MANGA
Negative Happy Chainsaw Edge,0,8,2,MANGA
Ningen Isu,0,1,0,ONE_SHOT
Fukumenkei Noise,0,104,18,MANGA
Feng Shen Ji II,0,64,0,MANGA
Otaku no Musume-san,0,63,11,MANGA
Jormungand,0,70,11,MANGA
Saint Seiya: The Lost Canvas - Meiou Shinwa,0,223,25,MANGA
Sakurasou no Pet na Kanojo,0,49,8,MANGA
Cowboy Bebop,0,11,3,MANGA
Saenai Heroine no Sodatekata: Koisuru Metronome,0,64,10,MANGA
Emanon - Sasurai Emanon Episode: 1,0,8,1,MANGA
Mitsuboshi Colors,0,0,0,MANGA
The Fable,0,240,0,MANGA
Jinrou Game,0,18,3,MANGA
Akarui Sekai Keikaku,0,23,3,MANGA
Oddman 11,0,50,2,MANGA
Neoran Namja,0,88,0,MANGA
Oukoku Game,0,33,5,MANGA
Tokyo Shinobi Squad,0,27,3,MANGA
Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story,0,27,3,MANGA
Koi no Kami-sama: Komi Naoshi Tanpenshuu,0,6,1,MANGA
World Embryo,0,97,13,MANGA
Midara na Ao-chan wa Benkyou ga Dekinai,0,39,8,MANGA
Rotte no Omocha!,0,70,9,MANGA
Kongou Banchou,0,114,12,MANGA
Seikon no Qwaser,0,119,24,MANGA
Jugeume Gwanhayeo,0,27,2,MANGA
Mudazumo Naki Kaikaku,0,144,16,MANGA
Shingeki no Kyojin: Lost Girls,0,10,2,MANGA
Henshin Ganbou!,0,1,0,ONE_SHOT
Bandai Kaname wa Asobitai,0,24,4,MANGA
Tokyo Akazukin,0,27,4,MANGA
One Piece Strong World 0,0,1,0,ONE_SHOT
Kasa no Shita, Futari,0,6,1,MANGA
Hajimari no Niina,0,22,4,MANGA
Darker than Black: Shikkoku no Hana,0,33,4,MANGA
Danganronpa/Zero,0,33,2,NOVEL
Love/Death,0,8,1,MANGA
All Rounder Meguru,0,178,19,MANGA
Ai Yori Aoshi,0,153,17,MANGA
Goodbye! Isekai Tensei,0,18,4,MANGA
Birdmen,0,80,16,MANGA
Ouroboros,0,144,24,MANGA
Accel World,0,42,8,MANGA
Let's Lagoon,0,66,6,MANGA
Clover,0,20,4,MANGA
Miageru to Kimi wa,0,33,4,MANGA
Brawling Go!,0,153,0,MANGA
Higurashi no Naku Koro ni Himatsubushi-hen,0,9,2,MANGA
Idol Pretender,0,15,3,MANGA
Maou na Ore to Fushihime no Yubiwa,0,19,3,MANGA
Higurashi no Naku Koro ni Kai Meakashi-hen,0,21,4,MANGA
Arisa,0,46,12,MANGA
Kanojo no Kagi wo Akeru Houhou,0,70,9,MANGA
Chichi to Hige-Gorilla to Watashi,0,98,7,MANGA
Seishun Forget!,0,20,4,MANGA
Kamikaze Kaitou Jeanne,0,36,7,MANGA
Tsumi to Kai,0,59,6,MANGA
Kitchen no Ohimesama,0,50,10,MANGA
Kimi no Knife,0,71,10,MANGA
Hakoiri Drops,0,85,6,MANGA
Danganronpa Gaiden: Killer Killer,0,14,3,MANGA
Mawang-eul Wihan Donghwa,0,59,0,MANGA
Umineko no Naku Koro ni Episode 3: Banquet of the Golden Witch,0,22,5,MANGA
Saiyuuki,0,55,9,MANGA
Hanma Baki,0,312,37,MANGA
Eiga Koe no Katachi Special Book,0,1,1,MANGA
Yuki no Shita no Qualia,0,7,1,MANGA
Zelda no Densetsu: Majora no Kamen,0,10,1,MANGA
Kingdom Hearts: Chain of Memories,0,13,2,MANGA
ES,0,83,8,MANGA
Kuro no Souzou Shoukanshi: Tenseisha no Hangyaku,0,26,3,MANGA
O! Juyesuyeo,0,141,0,MANGA
Yunagi no Machi Sakura no Kuni,0,3,1,MANGA
Tanaka: Nenrei Equal Kanojo Inaireki no Mahoutsukai The Comic,0,22,3,MANGA
Kin no Kanojo Gin no Kanojo,0,50,10,MANGA
Zai x 10,0,51,4,MANGA
Alive,0,10,1,MANGA
Kyou no Asuka Show,0,48,4,MANGA
Kimi ni Koi Shite Ii Desu ka.,0,14,2,MANGA
Blue Heaven,0,27,3,MANGA
Ito Junji Kyoufu Manga Collection: Flesh-Colored Horror,0,6,1,MANGA
Kingdom Hearts II,0,69,10,MANGA
Yakitate!! Japan,0,242,26,MANGA
Spirit Migration,0,27,3,MANGA
Zombie-Loan,0,83,13,MANGA
Torikagosou no Kyou mo Nemutai Juunintachi,0,21,3,MANGA
Tengen Toppa Gurren Lagann,0,65,10,MANGA
Yamato Nadeshiko Shichi Henge,0,148,36,MANGA
L: Change the World,0,38,1,NOVEL
Shokuryou Jinrui: Starving Anonymous,0,64,7,MANGA
Cross Epoch,0,1,0,ONE_SHOT
Life is Money,0,15,3,MANGA
Ore no Imouto ga Konna ni Kawaii Wake ga Nai,0,56,12,NOVEL
Mahou Shoujo Oriko★Magica,0,7,2,MANGA
Mimi no Kaidan,0,6,1,MANGA
Fu-fu,0,18,2,MANGA
Isekai Goumon Hime,0,15,3,MANGA
MeruPuri: Märchen☆Prince,0,22,4,MANGA
Codename wa Sailor V,0,15,3,MANGA
Ai-Ren,0,43,5,MANGA
Mahou Tsukai Kurohime,0,87,18,MANGA
Golden Time,0,52,9,MANGA
Kanojo ni Naru Hi: Another,0,20,4,MANGA
Zombie Powder.,0,27,4,MANGA
Bloody Monday Season 2,0,68,8,MANGA
Tobaku Hakairoku Kaiji,0,134,13,MANGA
Semete, Ano Yuki no You ni,0,1,0,ONE_SHOT
Houkago x Ponytail,0,6,1,MANGA
Emerging,0,22,2,MANGA
Another,0,21,2,NOVEL
Kami no Kodomo,0,11,1,MANGA
Tsuki Tsuki!,0,43,7,MANGA
Kami no Shizuku,0,439,44,MANGA
Iinazuke Kyoutei,0,57,11,MANGA
Ito Junji Kyoufu Manga Collection: Kao Dorobou,0,6,1,MANGA
Marmalade Boy,0,40,8,MANGA
Samurai Champloo,0,10,2,MANGA
Umineko no Naku Koro ni Chiru Episode 5: End of the Golden Witch,0,27,6,MANGA
Mahou Shoujo Kazumi★Magica: The Innocent Malice,0,23,5,MANGA
Saenai Heroine no Sodatekata,0,42,8,MANGA
Haru no Houtai Shoujo,0,17,4,MANGA
Heads,0,36,4,MANGA
Coppelion,0,226,26,MANGA
Taboo-Tattoo,0,80,13,MANGA
Angelic Layer,0,27,5,MANGA
Berserk: Shinen no Kami 2,0,1,0,ONE_SHOT
Toshiue no Hito,0,44,6,MANGA
Lilim Kiss,0,24,2,MANGA
Zekkyou Gakkyuu,0,81,20,MANGA
Shin Yami no Koe: Kaidan,0,7,1,MANGA
Ashitaba-san Chi no Muko Kurashi,0,60,7,MANGA
Habaegui Sinbu,0,176,24,MANGA
Mairunovich,0,82,12,MANGA
Alien 9,0,30,3,MANGA
Wanjeon Mukyeol-hage Saro Japhida,0,49,6,MANGA
Hungry Joker,0,24,3,MANGA
GetBackers,0,344,39,MANGA
Shingeki no Kyojin Volume 0,0,1,1,MANGA
Jackals,0,56,7,MANGA
Ichiban Ushiro no Daimaou,0,50,5,MANGA
Puppy Lovers,0,49,3,MANGA
Mino-san no Sore, Sawattemo Ii?,0,35,2,MANGA
Netgame no Yome wa Onna no Ko ja nai to Omotta?,0,46,8,MANGA
Aruku Hito,0,18,1,MANGA
Midnight Secretary,0,35,7,MANGA
Kannagi,0,84,12,MANGA
Dakara Boku wa, H ga Dekinai.,0,28,5,MANGA
Shino-chan wa Jibun no Namae ga Ienai,0,11,1,MANGA
Umineko no Naku Koro ni Episode 4: Alliance of the Golden Witch,0,29,6,MANGA
Yosuga no Sora,0,14,2,MANGA
Shitsurakuen,0,24,6,MANGA
Bokutachi ga Yarimashita,0,87,9,MANGA
Doumu,0,6,1,MANGA
Saikin, Imouto no Yousu ga Chotto Okashiinda ga.,0,58,11,MANGA
Hoozuki no Shima,0,27,4,MANGA
Seiyuu Ka!,0,70,12,MANGA
Yuki to Sumi,0,12,1,MANGA
Endou-kun no Kansatsu Nikki,0,5,1,MANGA
Shut Hell,0,90,14,MANGA
Arigatou,0,47,4,MANGA
Back Street Girls: Gokudolls,0,144,12,MANGA
Not Lives,0,54,10,MANGA
Kaikisen,0,7,1,MANGA
Boku to Kanojo no Koi Log,0,19,3,MANGA
Hanebado!,0,79,16,MANGA
Tadashii Kodomo no Tsukurikata!,0,68,7,MANGA
Junketsu Drop,0,6,1,MANGA
Persona 3,0,50,11,MANGA
Shuumatsu no Laughter,0,5,1,MANGA
Kumika no Mikaku,0,39,6,MANGA
Olimpos,0,12,2,MANGA
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,0,37,7,MANGA
Ibitsu,0,63,7,MANGA
Rengoku no Karma,0,40,5,MANGA
Saguri-chan Tankentai,0,40,4,MANGA
Kure-nai,0,55,10,MANGA
Haru to Natsu,0,31,5,MANGA
Berserk Prototype,0,1,0,ONE_SHOT
Haru x Kiyo,0,38,9,MANGA
High Risk Mission Therapy,0,75,5,MANGA
